dataset,method,model,mean,q90,std,raw
pima,J+,IForest,0.025,0.064,0.029,"[0, 0, 0.10332, 0.06302, 0.06333, 0.005, 0.035, 0, 0.01667, 0, 0, 0.004, 0.0653, 0.042249999999999996, 0.0175, 0.08498, 0.021670000000000002, 0.03538, 0, 0.0468, 0, 0.03, 0, 0.01942, 0, 0, 0.02834, 0, 0, 0.043340000000000004, 0.02, 0.025, 0, 0, 0.04667, 0, 0, 0.025, 0, 0, 0.0375, 0.035, 0.05667, 0, 0, 0.07071, 0.02834, 0, 0.08503, 0.046060000000000004, 0, 0.10301, 0.03817, 0.00708, 0.06, 0, 0, 0.03, 0.021670000000000002, 0.03, 0.025, 0.05767, 0.04871, 0, 0.09828, 0.0205, 0, 0.01, 0.035, 0.015, 0, 0.005, 0, 0, 0.01, 0.021670000000000002, 0.01671, 0.035, 0.061759999999999995, 0, 0, 0.09583, 0.008, 0.055, 0.0445, 0.016, 0, 0, 0.035, 0.02, 0, 0.026000000000000002, 0, 0.10867, 0.015, 0.005, 0.11510000000000001, 0.02667, 0.0125, 0.005]"
pima,J+,LOF,0.018,0.057,0.036,"[0.006, 0, 0, 0.05683, 0.01433, 0, 0.15492, 0, 0, 0, 0, 0, 0, 0.0, 0.0275, 0, 0.00417, 0, 0.005, 0, 0, 0.024, 0.003, 0, 0, 0, 0.005, 0, 0.005, 0.005, 0, 0.005, 0.005, 0, 0, 0, 0.005, 0, 0, 0.0325, 0, 0.005, 0.015, 0.005, 0.005, 0, 0, 0.02833, 0.14037, 0.05666, 0, 0.15531, 0.004, 0.024, 0.02008, 0, 0.005, 0, 0.005, 0, 0, 0.01, 0, 0.007859999999999999, 0.01833, 0.04958, 0.01, 0, 0.005, 0.006, 0, 0, 0.006, 0, 0.004, 0.01733, 0.006, 0.06999, 0.025, 0, 0.05929, 0, 0, 0, 0.02934, 0.15032, 0, 0.005, 0, 0.014709999999999999, 0.027, 0, 0.14394, 0.13036, 0.06465, 0.005, 0, 0.03025, 0.02733, 0.04444]"
pima,J+,PCA,0.022,0.067,0.032,"[0.025, 0, 0.057190000000000005, 0, 0.11805, 0.03, 0.052090000000000004, 0, 0, 0.015, 0, 0.002, 0.021670000000000002, 0.015, 0.02819, 0, 0, 0.06667000000000001, 0.01, 0, 0.02834, 0, 0, 0.025, 0, 0, 0, 0.02286, 0, 0.02834, 0, 0, 0.005, 0.025, 0.015, 0, 0, 0, 0, 0.06334000000000001, 0.13384000000000001, 0, 0.035, 0.04786, 0.09005, 0, 0, 0.02, 0.11617, 0.07246, 0, 0, 0.018340000000000002, 0.10918, 0, 0, 0, 0.02, 0.015, 0.035, 0.04167, 0, 0.01, 0, 0.04267, 0.0025, 0.03, 0.10067, 0.01286, 0.015, 0, 0.005, 0, 0.01, 0, 0, 0.02833, 0, 0.025, 0, 0, 0.10666, 0.01667, 0, 0, 0.05313, 0, 0, 0.015, 0.005, 0.004, 0.05394, 0.07167, 0.08583, 0.02, 0.005, 0.045, 0.02667, 0.01, 0]"
pima,CV,IForest,0.031,0.102,0.042,"[0.025, 0, 0.135, 0.045, 0, 0.055, 0.075, 0, 0.06583, 0, 0, 0, 0.04621, 0, 0.05253, 0.03557, 0.005, 0, 0, 0, 0, 0, 0.05025, 0.03, 0, 0, 0, 0.04834, 0, 0.02, 0.07, 0, 0, 0.005, 0.02, 0.03067, 0, 0, 0, 0, 0, 0.12465, 0.01, 0.05667, 0, 0, 0.10996, 0.02, 0.20986, 0.11341, 0.10145, 0, 0, 0.11667, 0, 0.056170000000000005, 0.11918000000000001, 0.02, 0, 0.015, 0.006, 0, 0.09583, 0.021670000000000002, 0.09383, 0, 0.1028, 0, 0.06121, 0.015, 0, 0.015, 0, 0, 0.055, 0.005, 0, 0, 0.02286, 0.03372, 0, 0.11999, 0.006670000000000001, 0, 0.03672, 0, 0, 0, 0.10189, 0.021670000000000002, 0, 0.07014000000000001, 0.067, 0.02, 0, 0.04346, 0.0375, 0.10166, 0, 0.01]"
pima,CV,LOF,0.016,0.046,0.034,"[0, 0, 0.15624, 0.05683, 0, 0, 0, 0, 0.006, 0.01433, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0275, 0, 0, 0.004, 0.005, 0, 0, 0, 0, 0, 0.005, 0, 0.005, 0.005, 0, 0, 0, 0, 0, 0.03, 0, 0, 0.02233, 0.00571, 0.005, 0.005, 0, 0.02734, 0, 0.005, 0.14553, 0.0625, 0.02, 0, 0, 0.14698, 0.00536, 0, 0, 0.005, 0.005, 0, 0, 0.0, 0.007859999999999999, 0.01, 0, 0.04428, 0.01, 0, 0.009000000000000001, 0.006, 0, 0, 0, 0, 0.005, 0.004, 0.03333, 0.02, 0.006, 0, 0, 0.05833, 0.005, 0, 0.15202000000000002, 0.02034, 0.005, 0, 0, 0.004, 0, 0.012, 0.08633, 0.14078, 0.005, 0.06282, 0.02733, 0, 0.014, 0.03025]"
pima,CV,PCA,0.023,0.072,0.031,"[0.025, 0, 0.09388, 0.07218000000000001, 0, 0, 0.015, 0.051430000000000003, 0.03, 0, 0, 0, 0, 0, 0.02901, 0.01, 0.07167, 0.015, 0, 0.01, 0, 0, 0, 0, 0, 0.025, 0.02286, 0.02, 0, 0.02834, 0.02667, 0.025, 0, 0, 0, 0.015, 0.06334000000000001, 0, 0, 0, 0, 0.08967, 0.04786, 0.035, 0, 0.07109, 0.14325000000000002, 0.02, 0, 0.07662000000000001, 0.021670000000000002, 0, 0, 0.10901, 0, 0.015, 0, 0, 0.02, 0.035, 0.03667, 0.0225, 0, 0.041, 0.10067, 0.02286, 0.01, 0.0025, 0.01, 0.035, 0, 0.004, 0.005, 0, 0, 0, 0.04, 0.01, 0.021, 0, 0, 0.12499, 0, 0.01667, 0.039670000000000004, 0, 0, 0.035, 0, 0.005, 0.07167, 0.0165, 0.054830000000000004, 0.045, 0.031670000000000004, 0, 0.09, 0, 0.015, 0.01]"
pima,CV+,IForest,0.026,0.068,0.038,"[0, 0, 0.03367, 0, 0.03404, 0.05, 0.15649, 0.015, 0, 0, 0, 0, 0.025, 0, 0.024, 0.02975, 0, 0.03372, 0, 0.03234, 0, 0.02834, 0, 0, 0.06344, 0.025, 0, 0.02, 0.025, 0, 0.01, 0.02667, 0, 0, 0, 0, 0.035, 0.025, 0, 0, 0.05167, 0.07083, 0.01, 0, 0, 0, 0.1378, 0.02834, 0.21905, 0.08719, 0, 0, 0.06101, 0, 0.10331, 0, 0, 0.04667, 0.058050000000000004, 0.005, 0.019, 0.12491000000000001, 0.03667, 0, 0.06071, 0, 0.01, 0.00571, 0.03, 0.025, 0, 0, 0, 0.015, 0.07096, 0.02, 0, 0.02, 0.06257, 0, 0, 0.09583, 0.04647, 0, 0, 0.02, 0, 0.035, 0.031670000000000004, 0, 0, 0.04, 0.048670000000000005, 0.03367, 0.06817, 0.07486, 0, 0.05167, 0.02667, 0]"
pima,CV+,LOF,0.018,0.05,0.036,"[0, 0, 0, 0.15624, 0.05683, 0, 0, 0.006, 0, 0.01933, 0.006, 0, 0, 0, 0.0, 0.0075, 0.039830000000000004, 0, 0, 0, 0.005, 0, 0, 0.016, 0.005, 0, 0, 0, 0, 0, 0.004, 0, 0.005, 0.005, 0, 0.035, 0, 0, 0, 0, 0.00571, 0.005, 0.019, 0.005, 0, 0, 0.005, 0.03267, 0.14286000000000001, 0.09399, 0.15099, 0, 0, 0.02, 0.00222, 0, 0.005, 0.005, 0, 0, 0, 0.0, 0.04428, 0, 0.01, 0, 0.007859999999999999, 0.005, 0.01, 0.006, 0.005, 0, 0.006, 0, 0.049, 0.006, 0.004, 0.01, 0.02, 0, 0, 0.005, 0.079, 0.15171, 0.02434, 0.005, 0, 0, 0, 0.01771, 0, 0.14247, 0.012, 0.03166, 0.11299000000000001, 0, 0.005, 0.07282, 0.03025, 0.02367]"
pima,CV+,PCA,0.022,0.072,0.03,"[0.025, 0.06518, 0, 0.015, 0.09388, 0, 0.05643, 0, 0, 0.03, 0, 0.02901, 0, 0, 0.015, 0.01, 0, 0.07167, 0, 0.01, 0, 0, 0.025, 0, 0.02286, 0, 0, 0.02, 0, 0.02834, 0.02667, 0.025, 0.015, 0, 0, 0, 0.06334000000000001, 0, 0, 0, 0.08967, 0, 0, 0.07478, 0.04786, 0, 0.11728, 0.02, 0.07795, 0.035, 0.021670000000000002, 0, 0.11985, 0, 0, 0, 0, 0.02, 0.035, 0.015, 0.0025, 0.0225, 0.041, 0.035, 0.03667, 0.10067, 0, 0.01, 0.02453, 0.01, 0, 0.005, 0.004, 0, 0, 0.017, 0.01, 0, 0.04, 0, 0, 0.04267, 0.12499, 0, 0, 0.01667, 0, 0.035, 0.005, 0, 0.031670000000000004, 0.09, 0.07167, 0.0115, 0.054830000000000004, 0.045, 0, 0.015, 0, 0.01]"
annthyroid,SC,IForest,0.57,0.829,0.28,"[0.81784, 0.18451, 0.0175, 0.756, 0.5931, 0.28007, 0.79632, 0.78309, 0.84619, 0.55674, 0.32767, 0.71181, 0, 0.26996, 0.66307, 0.76543, 0.69811, 0.75391, 0.006670000000000001, 0.74022, 0.69768, 0.15211, 0.76172, 0.7252, 0.86036, 0.39512, 0.7681, 0.69719, 0.74869, 0.32552000000000003, 0.82842, 0.04473, 0.81026, 0.52929, 0.02487, 0.74916, 0.17135, 0.09094, 0.49845, 0.060230000000000006, 0.6644100000000001, 0.65914, 0.17087, 0, 0.73745, 0.83573, 0.2541, 0.68399, 0.64446, 0.74564, 0.76484, 0.73958, 0.82656, 0.47977000000000003, 0.74779, 0.80132, 0.66684, 0.77446, 0.2175, 0.7464, 0.75952, 0.53414, 0.80729, 0.69207, 0.7692100000000001, 0.6703, 0.14562, 0.69176, 0.53803, 0.81577, 0.18234, 0.78328, 0.73931, 0.85685, 0.04584, 0, 0.81181, 0.4011, 0.80844, 0.01583, 0.5232, 0.02642, 0.76464, 0.7827500000000001, 0.82373, 0.56799, 0.84448, 0.5246, 0.68803, 0.71555, 0.85061, 0.84518, 0.91322, 0.80215, 0.23275, 0.61737, 0.83653, 0.33574, 0.85177, 0.70912]"
annthyroid,SC,LOF,0.732,0.819,0.082,"[0.77805, 0.61232, 0.76558, 0.60755, 0.78701, 0.87526, 0.87784, 0.85604, 0.78804, 0.8452500000000001, 0.81899, 0.83711, 0.7724, 0.80553, 0.71727, 0.74962, 0.66855, 0.73383, 0.68745, 0.63988, 0.70386, 0.68224, 0.74203, 0.87597, 0.82193, 0.79843, 0.91501, 0.7871900000000001, 0.65838, 0.59535, 0.76606, 0.60332, 0.70694, 0.76707, 0.71715, 0.66978, 0.74666, 0.6698, 0.57027, 0.81143, 0.79363, 0.70801, 0.78051, 0.5853, 0.69979, 0.61163, 0.79608, 0.69212, 0.78207, 0.6746, 0.75154, 0.74512, 0.7814, 0.71201, 0.58135, 0.74307, 0.56618, 0.76434, 0.77082, 0.79127, 0.81355, 0.71102, 0.67499, 0.745, 0.79506, 0.67397, 0.7473, 0.73925, 0.8637900000000001, 0.75835, 0.71216, 0.78218, 0.56049, 0.72892, 0.64849, 0.51664, 0.69645, 0.7857999999999999, 0.74913, 0.79074, 0.7223, 0.66403, 0.76406, 0.68348, 0.77538, 0.73624, 0.74039, 0.70307, 0.87506, 0.76652, 0.81321, 0.81474, 0.80246, 0.77616, 0.58894, 0.65778, 0.68136, 0.52557, 0.79016, 0.70356]"
annthyroid,SC,PCA,0.807,0.879,0.056,"[0.77457, 0.78946, 0.79024, 0.82803, 0.74717, 0.8200500000000001, 0.87133, 0.76495, 0.79597, 0.80774, 0.79227, 0.89456, 0.88955, 0.7578, 0.74156, 0.80337, 0.67948, 0.8826, 0.81108, 0.7161, 0.76993, 0.67769, 0.93423, 0.8738, 0.74803, 0.73212, 0.72214, 0.90923, 0.84303, 0.8603, 0.79426, 0.87861, 0.87596, 0.83983, 0.78917, 0.84053, 0.82241, 0.87941, 0.79696, 0.86718, 0.71222, 0.81636, 0.92006, 0.83707, 0.80205, 0.73206, 0.81303, 0.82567, 0.80253, 0.8307, 0.79078, 0.75863, 0.8841, 0.86086, 0.85324, 0.8503000000000001, 0.87303, 0.81872, 0.74453, 0.83125, 0.82809, 0.80822, 0.8834, 0.80273, 0.74032, 0.79249, 0.73466, 0.82093, 0.8627, 0.83921, 0.87061, 0.8057, 0.86295, 0.79603, 0.78581, 0.8059, 0.75507, 0.70954, 0.81999, 0.74739, 0.86798, 0.76923, 0.75286, 0.78115, 0.73166, 0.79356, 0.78847, 0.9125, 0.74159, 0.82499, 0.80633, 0.77419, 0.85474, 0.76683, 0.85567, 0.68323, 0.80466, 0.8291, 0.79808, 0.72905]"
annthyroid,CV,IForest,0.584,0.819,0.27,"[0.7557, 0.81521, 0.6355, 0.83259, 0.54256, 0.75068, 0.0163, 0.55062, 0.24817, 0.04707, 0.78402, 0.78809, 0.79878, 0.80939, 0.85188, 0.45292, 0.8207, 0.67682, 0.82912, 0.67212, 0.76935, 0.42768, 0.75396, 0.20434, 0.33957, 0.8209, 0.71981, 0.75253, 0.76995, 0.74804, 0.84297, 0.36982, 0.49102, 0.058929999999999996, 0.84652, 0.43431000000000003, 0.72416, 0.80434, 0.6383, 0.14332, 0.7862, 0.8185, 0.6958300000000001, 0.77385, 0.56619, 0.49302, 0.66727, 0.4443, 0.75485, 0.53167, 0.80171, 0.80452, 0.58414, 0, 0.1863, 0.82172, 0.04532, 0.73052, 0.44226, 0.73001, 0.65983, 0.79298, 0.02361, 0.20154, 0.88937, 0.80985, 0.63247, 0.69026, 0.26856, 0.76311, 0.74646, 0.39222, 0, 0.80901, 0.44623, 0.04268, 0.12924, 0.73832, 0.16139, 0.53581, 0.74408, 0.76996, 0.8958, 0.79636, 0.73389, 0.78271, 0.35032, 0.74508, 0.76781, 0.77434, 0.00722, 0.78635, 0.69331, 0.74941, 0.03702, 0.78676, 0, 0.81729, 0.65445, 0.77589]"
annthyroid,CV,LOF,0.807,0.865,0.048,"[0.86044, 0.839, 0.81281, 0.86499, 0.77731, 0.8746, 0.8317, 0.80094, 0.86943, 0.87266, 0.83543, 0.78501, 0.85924, 0.80039, 0.80424, 0.79912, 0.69956, 0.82113, 0.73952, 0.83656, 0.84805, 0.77871, 0.71236, 0.7345700000000001, 0.83217, 0.78025, 0.8873800000000001, 0.83963, 0.77177, 0.84173, 0.8647, 0.84673, 0.8063400000000001, 0.80037, 0.84309, 0.81525, 0.82243, 0.77068, 0.83052, 0.81932, 0.79866, 0.77724, 0.76425, 0.81864, 0.79013, 0.77578, 0.76255, 0.77766, 0.80141, 0.828, 0.74969, 0.81041, 0.84535, 0.82723, 0.84373, 0.79388, 0.8413, 0.79045, 0.80286, 0.8377, 0.82316, 0.78082, 0.83072, 0.77737, 0.78912, 0.86442, 0.78209, 0.7425, 0.84062, 0.77972, 0.79743, 0.8127, 0.88447, 0.85745, 0.84075, 0.7623, 0.86702, 0.82188, 0.67227, 0.75176, 0.9045300000000001, 0.81007, 0.76894, 0.87267, 0.75069, 0.84321, 0.78606, 0.73703, 0.71399, 0.89439, 0.80701, 0.91738, 0.74205, 0.86136, 0.70312, 0.75542, 0.81781, 0.8151, 0.77708, 0.72101]"
annthyroid,CV,PCA,0.825,0.879,0.048,"[0.8206, 0.80308, 0.7968, 0.80013, 0.88353, 0.80856, 0.85043, 0.8466, 0.88404, 0.87144, 0.85088, 0.84704, 0.84355, 0.8639, 0.82634, 0.83621, 0.83786, 0.69083, 0.80879, 0.75867, 0.71545, 0.79106, 0.92145, 0.79496, 0.88015, 0.74579, 0.87557, 0.81232, 0.80584, 0.79725, 0.8299300000000001, 0.86558, 0.81586, 0.89295, 0.80676, 0.87802, 0.87716, 0.86028, 0.90469, 0.81265, 0.74816, 0.86336, 0.77083, 0.94352, 0.79994, 0.85512, 0.84419, 0.84458, 0.73005, 0.79742, 0.78429, 0.83698, 0.76972, 0.83886, 0.86508, 0.8695, 0.84235, 0.78962, 0.87884, 0.80387, 0.84452, 0.87414, 0.84907, 0.80491, 0.87152, 0.81976, 0.78744, 0.73866, 0.82792, 0.86503, 0.83835, 0.81348, 0.88003, 0.90049, 0.85166, 0.83883, 0.76675, 0.83359, 0.82999, 0.76695, 0.85834, 0.7815, 0.82141, 0.77183, 0.78988, 0.74441, 0.86471, 0.76485, 0.8911, 0.85842, 0.86204, 0.84247, 0.78475, 0.81195, 0.71208, 0.85522, 0.81122, 0.80518, 0.71669, 0.86068]"
annthyroid,CV+,IForest,0.625,0.799,0.183,"[0.66105, 0.21347, 0.77246, 0.55702, 0.55378, 0.24576, 0.55131, 0.45626, 0.79934, 0.77051, 0.66218, 0.74185, 0.69946, 0.20544, 0.41244, 0.22302, 0.7009299999999999, 0.59765, 0.7336, 0.80132, 0.73363, 0.72424, 0.87876, 0.44352, 0.78021, 0.58728, 0.71243, 0.69928, 0.77081, 0.66908, 0.5213, 0.61184, 0.59719, 0.59786, 0.21363, 0.77856, 0.75627, 0.8258800000000001, 0.75872, 0.84603, 0.73808, 0.64844, 0.75779, 0.45218, 0.62565, 0.80092, 0.82815, 0.67027, 0.70527, 0.76584, 0.7871, 0.0858, 0.77025, 0.57953, 0.70718, 0.5851500000000001, 0.61747, 0.5884199999999999, 0.73042, 0.5739, 0.78519, 0.51299, 0.8002900000000001, 0.38293, 0.72088, 0.75602, 0.44852, 0.7383, 0.6752, 0.73167, 0.80401, 0.36291, 0.76168, 0.34124, 0.58769, 0.46921, 0.22358, 0.81123, 0.61239, 0.45502, 0.77323, 0.7578, 0.22706, 0.61847, 0.29384, 0.74839, 0.7229, 0.73797, 0.71176, 0.84697, 0.38078, 0.78401, 0.73989, 0.70568, 0.73916, 0.76674, 0.15212, 0.62255, 0.59214, 0.76032]"
annthyroid,CV+,LOF,0.807,0.867,0.048,"[0.83479, 0.84825, 0.85868, 0.8777, 0.80677, 0.87064, 0.77377, 0.86223, 0.80138, 0.87284, 0.80164, 0.83896, 0.86438, 0.79703, 0.81445, 0.80662, 0.69895, 0.8397, 0.82122, 0.73613, 0.70305, 0.73085, 0.8427, 0.77223, 0.78659, 0.86199, 0.7654, 0.82686, 0.83609, 0.88723, 0.8118, 0.84612, 0.78508, 0.86009, 0.77545, 0.7848, 0.81766, 0.81916, 0.8426, 0.82108, 0.77371, 0.82417, 0.79729, 0.78456, 0.78308, 0.76417, 0.82122, 0.76844, 0.80103, 0.76734, 0.7563, 0.79872, 0.83435, 0.83633, 0.80041, 0.81963, 0.82735, 0.78994, 0.79112, 0.84148, 0.8325, 0.83316, 0.79675, 0.8671800000000001, 0.78076, 0.77866, 0.73427, 0.80637, 0.78523, 0.82914, 0.8096, 0.80719, 0.85982, 0.84854, 0.75695, 0.83292, 0.86704, 0.81472, 0.65964, 0.75733, 0.80507, 0.90769, 0.76161, 0.74797, 0.87469, 0.73232, 0.85188, 0.71183, 0.77935, 0.87258, 0.84935, 0.91915, 0.69967, 0.75502, 0.74309, 0.78757, 0.80755, 0.8706, 0.81781, 0.7219]"
annthyroid,CV+,PCA,0.825,0.88,0.047,"[0.79918, 0.85275, 0.89113, 0.85275, 0.88257, 0.77613, 0.82086, 0.86139, 0.80185, 0.80809, 0.84956, 0.8549, 0.85207, 0.83856, 0.84997, 0.76296, 0.69121, 0.83567, 0.81059, 0.81911, 0.79272, 0.71743, 0.79755, 0.88015, 0.81049, 0.87912, 0.74899, 0.79908, 0.92151, 0.81481, 0.88228, 0.85992, 0.83256, 0.89425, 0.86694, 0.79688, 0.81264, 0.81281, 0.88541, 0.87609, 0.93272, 0.84472, 0.78375, 0.74791, 0.86404, 0.84547, 0.8561300000000001, 0.79756, 0.73477, 0.80096, 0.78542, 0.76897, 0.78953, 0.87703, 0.87008, 0.83958, 0.82933, 0.87064, 0.80663, 0.83021, 0.83461, 0.7387900000000001, 0.82262, 0.87192, 0.87099, 0.84995, 0.83192, 0.80769, 0.78668, 0.86792, 0.83577, 0.81694, 0.84943, 0.88107, 0.76659, 0.83092, 0.82926, 0.90097, 0.84811, 0.77035, 0.84321, 0.86529, 0.78163, 0.82477, 0.74377, 0.7717, 0.7918, 0.84937, 0.76794, 0.89188, 0.85456, 0.863, 0.81547, 0.86107, 0.7964600000000001, 0.81081, 0.71597, 0.81147, 0.86552, 0.7191]"
mammography,SC,IForest,0.732,0.85,0.127,"[0.79467, 0.55718, 0.71688, 0.77791, 0.84847, 0.73419, 0.65201, 0.67499, 0.83631, 0.83243, 0.7187, 0.76564, 0.60453, 0.70717, 0.38254, 0.75597, 0.83058, 0.88968, 0.6962700000000001, 0.82103, 0.85085, 0.44601, 0.80569, 0.88178, 0.79238, 0.70635, 0.81348, 0.76932, 0.15433, 0.60131, 0.81635, 0.79426, 0.85217, 0.75623, 0.73671, 0.74762, 0.61788, 0.79682, 0.85731, 0.79922, 0.43477, 0.8887700000000001, 0.77218, 0.74887, 0.77855, 0.73984, 0.77022, 0.9228, 0.84946, 0.73006, 0.80103, 0.68731, 0.55978, 0.79237, 0.53412, 0.67535, 0.49781, 0.79771, 0.71319, 0.83416, 0.75796, 0.85941, 0.79536, 0.70431, 0.5641, 0.81077, 0.74017, 0.67743, 0.73027, 0.82828, 0.79922, 0.70296, 0.31997, 0.74482, 0.8274, 0.70034, 0.63564, 0.86429, 0.82389, 0.82207, 0.82172, 0.84659, 0.65639, 0.724, 0.79613, 0.66125, 0.79789, 0.68676, 0.71459, 0.50983, 0.80122, 0.83431, 0.86091, 0.80724, 0.5102, 0.77632, 0.71926, 0.76738, 0.71318, 0.77264]"
mammography,SC,LOF,0.476,0.772,0.287,"[0.65008, 0.74462, 0.00786, 0.79115, 0.35015, 0.81856, 0.02298, 0.56608, 0.13364, 0.38184, 0.73698, 0.69708, 0.02968, 0.76218, 0.12306, 0.05847, 0.76623, 0.74107, 0.79382, 0.76639, 0, 0.02381, 0.6954, 0.22234, 0.72169, 0.34963, 0.59223, 0.72995, 0.43235, 0.21364, 0.77086, 0.71964, 0.54545, 0.25409, 0.75839, 0.58009, 0.4344, 0.67741, 0.51224, 0, 0.74928, 0.16931000000000002, 0.054650000000000004, 0.64035, 0.6319, 0.04862, 0.17697, 0.00731, 0.43096, 0.54378, 0.054650000000000004, 0.18896, 0.2382, 0.38354, 0.54019, 0.73223, 0.53824, 0.77544, 0.77182, 0.2111, 0.70668, 0.7124, 0.0, 0.81856, 0.0, 0.75683, 0.78891, 0.71665, 0.34602, 0.14431, 0.86325, 0.09477, 0.73621, 0.76503, 0.83085, 0.37052, 0.02389, 0.73481, 0.7748, 0.68133, 0.03268, 0.43426, 0.70661, 0.13614, 0.21506, 0.75218, 0.73509, 0.32264, 0.74509, 0.61868, 0.45452, 0.61554, 0.72406, 0.83026, 0.74665, 0.70342, 0, 0.14432, 0.30146, 0.45924]"
mammography,SC,PCA,0.689,0.829,0.193,"[0.81641, 0.7715, 0.79564, 0.66736, 0.77463, 0.48424, 0.43415, 0.81167, 0.72585, 0.59815, 0.7518, 0.75773, 0.21741, 0.70396, 0.7123, 0.79429, 0.78547, 0.76971, 0.71909, 0.85644, 0.82578, 0.29686, 0.81088, 0.68145, 0.28446, 0.76815, 0.80256, 0.77633, 0.76087, 0.48199000000000003, 0.74712, 0.77473, 0.77575, 0.78063, 0.7788, 0.78794, 0.85761, 0.77498, 0.64352, 0.78653, 0.38865, 0.84934, 0.72117, 0.81125, 0.71428, 0.75276, 0.77366, 0.039959999999999996, 0.73363, 0.80703, 0.3064, 0.50612, 0.82047, 0.76727, 0.8292, 0.82053, 0.74732, 0.67272, 0.46506, 0.79513, 0.75036, 0.38586, 0.21625, 0.7362, 0.11064, 0.67516, 0.76413, 0.79115, 0.01715, 0.68225, 0.75451, 0.06616, 0.76049, 0.52183, 0.7611, 0.80915, 0.70132, 0.71856, 0.85018, 0.75493, 0.85538, 0.86527, 0.69405, 0.83235, 0.62614, 0.85492, 0.81962, 0.73812, 0.79486, 0.83094, 0.82209, 0.76849, 0.68083, 0.74813, 0.80546, 0.85892, 0.71869, 0.68532, 0.75553, 0.82417]"
mammography,CV,IForest,0.787,0.912,0.11,"[0.80641, 0.70487, 0.62612, 0.65233, 0.90873, 0.9140199999999999, 0.76202, 0.63, 0.95577, 0.82631, 0.73514, 0.73124, 0.8998, 0.76911, 0.7790900000000001, 0.74167, 0.94723, 0.76801, 0.82388, 0.75522, 0.79678, 0.92287, 0.71844, 0.84347, 0.89435, 0.92715, 0.86184, 0.71967, 0.77795, 0.78257, 0.6125, 0.69063, 0.75056, 0.79833, 0.84629, 0.6952200000000001, 0.84615, 0.62742, 0.94712, 0.89041, 0.8138, 0.85184, 0.9, 0.82634, 0.85767, 0.6456, 0.80542, 0.91598, 0.76238, 0.84637, 0.64, 0.76188, 0.79856, 0.86627, 0.77702, 0.8012, 0.65411, 0.82265, 0.94713, 0.69576, 0.76751, 0.91172, 0.76254, 0.89158, 0.74816, 0.83098, 0.63, 0.15, 0.72651, 0.83192, 0.75096, 0.86319, 0.80749, 0.79568, 0.77596, 0.86999, 0.61512, 0.80662, 0.8287599999999999, 0.89677, 0.81909, 0.67832, 0.96171, 0.81363, 0.77475, 0.84219, 0.91302, 0.86283, 0.69623, 0.81861, 0.74487, 0.55584, 0.8335, 0.83773, 0.70653, 0.74813, 0.74309, 0.90025, 0.8368099999999999, 0.69882]"
mammography,CV,LOF,0.509,0.77,0.247,"[0.77015, 0.74694, 0.75369, 0.74113, 0.55867, 0.3577, 0.56597, 0.77234, 0.01614, 0.20766, 0.62162, 0.72782, 0.74376, 0.73853, 0.65185, 0.72908, 0, 0.21577, 0.76365, 0.66299, 0.38637, 0.55358, 0.19843, 0.37726, 0.0734, 0.70674, 0.7642100000000001, 0.06174, 0.65106, 0.68905, 0.58094, 0.73688, 0.63274, 0.67461, 0.84302, 0.71806, 0.45771, 0.14291, 0.59175, 0.25865, 0.10142, 0.67981, 0.5564, 0.6894, 0.76979, 0.56417, 0.11615, 0.5339700000000001, 0.53003, 0.74376, 0.74957, 0.21573, 0.68974, 0.61208, 0.64914, 0.57681, 0.14587, 0.54273, 0.65889, 0.80368, 0.68535, 0.10305, 0.72691, 0.81645, 0.67231, 0.17053000000000001, 0.52889, 0.34492, 0.27065, 0.038599999999999995, 0.1047, 0.58802, 0.06973, 0.3348, 0.77672, 0.58308, 0.22788, 0.42767, 0.54464, 0.11483, 0.60531, 0.36742, 0.0771, 0.68432, 0.5229, 0.55592, 0.78897, 0.68418, 0.27387, 0.64065, 0.31311, 0.81463, 0.20215, 0.80785, 0.79564, 0.74634, 0.11314, 0.21935000000000002, 0.733, 0.49488]"
mammography,CV,PCA,0.81,0.85,0.033,"[0.80544, 0.81623, 0.79563, 0.84374, 0.80417, 0.76249, 0.82084, 0.79226, 0.82343, 0.8304, 0.77205, 0.78509, 0.82165, 0.81771, 0.84949, 0.79233, 0.81896, 0.78699, 0.81909, 0.84605, 0.83252, 0.84048, 0.84344, 0.7881, 0.78302, 0.80731, 0.71202, 0.85106, 0.78346, 0.76872, 0.78, 0.7606, 0.76865, 0.83487, 0.81288, 0.82494, 0.81149, 0.77805, 0.84051, 0.84861, 0.81261, 0.78909, 0.79494, 0.83762, 0.74768, 0.86085, 0.79403, 0.75603, 0.79084, 0.79964, 0.82004, 0.82573, 0.83633, 0.81388, 0.81391, 0.80833, 0.82483, 0.75185, 0.79005, 0.82006, 0.84626, 0.80987, 0.72049, 0.74567, 0.80502, 0.83219, 0.82574, 0.8503000000000001, 0.84696, 0.86325, 0.82808, 0.77035, 0.83618, 0.78343, 0.79483, 0.74833, 0.8115, 0.8185, 0.85616, 0.79645, 0.82859, 0.84641, 0.83751, 0.85189, 0.79163, 0.82277, 0.84922, 0.85674, 0.8601, 0.81012, 0.77571, 0.8567, 0.78037, 0.82687, 0.86614, 0.75861, 0.8548, 0.83374, 0.77677, 0.80247]"
